"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 14 09:03:15 CST 2021","Wed Apr 14 09:03:15 CST 2021","188","TestCase","test_login","Test_about_login","","","testlogin[indata0-finresult0]",""
